Date,Direction
2020-02-17,Incoming
2020-02-17,Outgoing
2020-02-17,Incoming
2020-02-17,Incoming
2020-02-16,Outgoing
2020-02-16,Outgoing
2020-02-16,Incoming
2020-02-16,Outgoing
2020-02-16,Incoming
2020-02-16,Incoming
2020-02-16,Outgoing
2020-02-16,Incoming
2020-02-15,Outgoing
2020-02-15,Incoming
2020-02-15,Incoming
2020-02-15,Incoming
2020-02-15,Incoming
2020-02-15,Incoming
2020-02-15,Outgoing
2020-02-15,Incoming
2020-02-15,Outgoing
2020-02-15,Incoming
2020-02-15,Outgoing
2020-02-15,Outgoing
2020-02-15,Outgoing
2020-02-15,Outgoing
2020-02-15,Incoming
2020-02-15,Outgoing
2020-02-15,Incoming
2020-02-15,Outgoing
2020-02-15,Incoming
2020-02-15,Outgoing
2020-02-15,Incoming
2020-02-15,Incoming
2020-02-15,Incoming
2020-02-15,Outgoing
2020-02-15,Incoming
2020-02-15,Incoming
2020-02-15,Outgoing
2020-02-15,Incoming
2020-02-15,Incoming
2020-02-15,Outgoing
2020-02-15,Incoming
2020-02-15,Incoming
2020-02-15,Outgoing
2020-02-14,Incoming
2020-02-14,Incoming
2020-02-14,Outgoing
2020-02-14,Incoming
2020-02-14,Outgoing
2020-02-14,Incoming
2020-02-14,Outgoing
2020-02-14,Incoming
2020-02-14,Outgoing
2020-02-14,Outgoing
2020-02-14,Outgoing
2020-02-14,Incoming
2020-02-14,Incoming
2020-02-14,Outgoing
2020-02-14,Incoming
2020-02-14,Outgoing
2020-02-14,Incoming
2020-02-14,Outgoing
2020-02-14,Incoming
2020-02-13,Incoming
2020-02-13,Outgoing
2020-02-13,Incoming
2020-02-13,Outgoing
2020-02-13,Incoming
2020-02-12,Outgoing
2020-02-12,Outgoing
2020-02-12,Incoming
2020-02-12,Incoming
2020-02-12,Outgoing
2020-02-12,Outgoing
2020-02-12,Incoming
2020-02-12,Incoming
2020-02-12,Incoming
2020-02-12,Outgoing
2020-02-12,Incoming
2020-02-12,Outgoing
2020-02-12,Outgoing
2020-02-12,Incoming
2020-02-12,Incoming
2020-02-12,Outgoing
2020-02-11,Incoming
2020-02-11,Outgoing
2020-02-11,Outgoing
2020-02-11,Incoming
2020-02-11,Outgoing
2020-02-11,Incoming
2020-02-11,Outgoing
2020-02-11,Outgoing
2020-02-11,Incoming
2020-02-11,Outgoing
2020-02-11,Incoming
2020-02-11,Incoming
2020-02-11,Outgoing
2020-02-11,Outgoing
2020-02-11,Outgoing
2020-02-11,Incoming
2020-02-11,Incoming
2020-02-11,Incoming
2020-02-11,Outgoing
2020-02-11,Outgoing
2020-02-11,Incoming
2020-02-11,Outgoing
2020-02-11,Incoming
2020-02-10,Outgoing
2020-02-10,Incoming
2020-02-10,Incoming
2020-02-10,Incoming
2020-02-10,Incoming
2020-02-10,Outgoing
2020-02-10,Outgoing
2020-02-10,Outgoing
2020-02-10,Outgoing
2020-02-10,Outgoing
2020-02-10,Outgoing
2020-02-10,Outgoing
2020-02-10,Outgoing
2020-02-10,Outgoing
2020-02-10,Incoming
2020-02-10,Incoming
2020-02-10,Incoming
2020-02-10,Incoming
2020-02-10,Incoming
2020-02-10,Incoming
2020-02-10,Incoming
2020-02-10,Incoming
2020-02-10,Incoming
2020-02-10,Incoming
2020-02-10,Incoming
2020-02-10,Outgoing
2020-02-10,Outgoing
2020-02-10,Outgoing
2020-02-10,Incoming
2020-02-10,Incoming
2020-02-09,Incoming
2020-02-09,Incoming
2020-02-09,Outgoing
2020-02-09,Incoming
2020-02-09,Incoming
2020-02-09,Outgoing
2020-02-09,Outgoing
2020-02-09,Outgoing
2020-02-09,Incoming
2020-02-09,Incoming
2020-02-09,Outgoing
2020-02-09,Outgoing
2020-02-09,Incoming
2020-02-09,Outgoing
2020-02-09,Incoming
2020-02-09,Outgoing
2020-02-09,Incoming
2020-02-09,Outgoing
2020-02-09,Incoming
2020-02-09,Outgoing
2020-02-09,Incoming
2020-02-09,Outgoing
2020-02-09,Incoming
2020-02-09,Incoming
2020-02-09,Outgoing
2020-02-09,Incoming
2020-02-09,Outgoing
2020-02-08,Outgoing
2020-02-08,Incoming
2020-02-08,Outgoing
2020-02-08,Outgoing
2020-02-08,Outgoing
2020-02-08,Incoming
2020-02-08,Incoming
2020-02-08,Incoming
2020-02-08,Outgoing
2020-02-08,Incoming
2020-02-07,Outgoing
2020-02-07,Incoming
2020-02-07,Outgoing
2020-02-07,Incoming
2020-02-07,Outgoing
2020-02-07,Outgoing
2020-02-07,Incoming
2020-02-07,Outgoing
2020-02-07,Outgoing
2020-02-07,Incoming
2020-02-07,Incoming
2020-02-07,Outgoing
2020-02-07,Outgoing
2020-02-06,Incoming
2020-02-06,Outgoing
2020-02-06,Outgoing
2020-02-06,Incoming
2020-02-06,Outgoing
2020-02-06,Incoming
2020-02-06,Outgoing
2020-02-06,Outgoing
2020-02-06,Incoming
2020-02-06,Outgoing
2020-02-06,Outgoing
2020-02-06,Outgoing
2020-02-06,Incoming
2020-02-06,Incoming
2020-02-05,Incoming
2020-02-05,Outgoing
2020-02-05,Incoming
2020-02-05,Outgoing
2020-02-05,Outgoing
2020-02-05,Incoming
2020-02-05,Incoming
2020-02-05,Incoming
2020-02-05,Incoming
2020-02-05,Outgoing
2020-02-05,Outgoing
2020-02-05,Outgoing
2020-02-05,Outgoing
2020-02-05,Outgoing
2020-02-05,Incoming
2020-02-05,Incoming
2020-02-05,Incoming
2020-02-05,Outgoing
2020-02-05,Incoming
2020-02-05,Outgoing
2020-02-05,Incoming
2020-02-05,Outgoing
2020-02-05,Incoming
2020-02-05,Incoming
2020-02-05,Incoming
2020-02-05,Outgoing
2020-02-04,Outgoing
2020-02-04,Incoming
2020-02-03,Incoming
2020-02-03,Outgoing
2020-02-03,Outgoing
2020-02-03,Outgoing
2020-02-03,Incoming
2020-02-03,Incoming
2020-02-03,Outgoing
2020-02-03,Outgoing
2020-02-02,Incoming
2020-02-02,Outgoing
2020-02-02,Outgoing
2020-02-02,Incoming
2020-02-02,Outgoing
2020-02-02,Incoming
2020-02-02,Outgoing
2020-02-02,Outgoing
2020-02-02,Outgoing
2020-02-02,Outgoing
2020-02-02,Incoming
2020-02-02,Incoming
2020-02-02,Incoming
2020-02-02,Outgoing
2020-02-02,Outgoing
2020-02-02,Outgoing
2020-02-02,Incoming
2020-02-02,Outgoing
2020-02-02,Incoming
2020-02-02,Incoming
2020-02-02,Incoming
2020-02-02,Outgoing
2020-02-02,Outgoing
2020-02-02,Outgoing
2020-02-02,Outgoing
2020-02-02,Outgoing
2020-02-02,Incoming
2020-02-02,Outgoing
2020-02-02,Outgoing
2020-02-02,Incoming
2020-02-02,Incoming
2020-02-02,Incoming
2020-02-02,Outgoing
2020-02-02,Outgoing
2020-02-02,Incoming
2020-02-02,Incoming
2020-02-02,Outgoing
2020-02-02,Incoming
2020-02-02,Outgoing
2020-02-02,Incoming
2020-02-02,Outgoing
2020-02-02,Incoming
2020-02-02,Incoming
2020-02-02,Incoming
2020-02-02,Outgoing
2020-02-02,Outgoing
2020-02-02,Outgoing
2020-02-02,Outgoing
2020-02-02,Incoming
2020-02-02,Incoming
2020-02-02,Incoming
2020-02-02,Outgoing
2020-02-02,Outgoing
2020-02-02,Outgoing
2020-02-02,Incoming
2020-02-02,Incoming
2020-02-02,Incoming
2020-02-02,Outgoing
2020-02-02,Outgoing
2020-02-02,Incoming
2020-02-02,Incoming
2020-02-02,Outgoing
2020-02-02,Outgoing
2020-02-02,Incoming
2020-02-01,Incoming
2020-02-01,Incoming
2020-02-01,Outgoing
2020-02-01,Outgoing
2020-02-01,Incoming
2020-02-01,Incoming
2020-02-01,Incoming
2020-02-01,Outgoing
2020-02-01,Outgoing
2020-02-01,Outgoing
2020-02-01,Outgoing
2020-02-01,Incoming
2020-02-01,Incoming
2020-01-31,Incoming
2020-01-31,Incoming
2020-01-31,Outgoing
2020-01-31,Incoming
2020-01-31,Incoming
2020-01-31,Outgoing
2020-01-31,Incoming
2020-01-31,Incoming
2020-01-30,Incoming
2020-01-30,Outgoing
2020-01-30,Outgoing
2020-01-30,Incoming
2020-01-30,Outgoing
2020-01-30,Incoming
2020-01-30,Outgoing
2020-01-30,Outgoing
2020-01-30,Outgoing
2020-01-30,Incoming
2020-01-30,Outgoing
2020-01-30,Outgoing
2020-01-30,Incoming
2020-01-30,Incoming
2020-01-30,Outgoing
2020-01-30,Outgoing
2020-01-30,Outgoing
2020-01-30,Outgoing
2020-01-30,Incoming
2020-01-30,Incoming
2020-01-30,Outgoing
2020-01-30,Outgoing
2020-01-29,Outgoing
2020-01-29,Incoming
2020-01-29,Incoming
2020-01-29,Outgoing
2020-01-29,Incoming
2020-01-29,Incoming
2020-01-29,Outgoing
2020-01-29,Incoming
2020-01-29,Incoming
2020-01-29,Outgoing
2020-01-29,Incoming
2020-01-29,Incoming
2020-01-29,Outgoing
2020-01-29,Incoming
2020-01-29,Outgoing
2020-01-29,Outgoing
2020-01-29,Outgoing
2020-01-29,Outgoing
2020-01-29,Incoming
2020-01-29,Outgoing
2020-01-29,Outgoing
2020-01-29,Incoming
2020-01-28,Outgoing
2020-01-28,Outgoing
2020-01-28,Outgoing
2020-01-28,Incoming
2020-01-28,Incoming
2020-01-28,Incoming
2020-01-28,Incoming
2020-01-28,Outgoing
2020-01-28,Incoming
2020-01-28,Outgoing
2020-01-28,Incoming
2020-01-28,Outgoing
2020-01-28,Outgoing
2020-01-28,Incoming
2020-01-28,Outgoing
2020-01-28,Incoming
2020-01-28,Incoming
2020-01-28,Outgoing
2020-01-28,Incoming
2020-01-28,Incoming
2020-01-28,Incoming
2020-01-28,Outgoing
2020-01-28,Outgoing
2020-01-28,Incoming
2020-01-28,Incoming
2020-01-28,Incoming
2020-01-28,Incoming
2020-01-27,Incoming
2020-01-27,Incoming
2020-01-27,Incoming
2020-01-27,Incoming
2020-01-27,Outgoing
2020-01-27,Outgoing
2020-01-27,Incoming
2020-01-27,Outgoing
2020-01-27,Outgoing
2020-01-27,Incoming
2020-01-27,Incoming
2020-01-27,Outgoing
2020-01-27,Incoming
2020-01-27,Incoming
2020-01-27,Incoming
2020-01-27,Outgoing
2020-01-27,Incoming
2020-01-27,Incoming
2020-01-27,Incoming
2020-01-26,Incoming
2020-01-26,Outgoing
2020-01-26,Incoming
2020-01-26,Outgoing
2020-01-26,Incoming
2020-01-26,Outgoing
2020-01-26,Incoming
2020-01-26,Outgoing
2020-01-26,Outgoing
2020-01-26,Outgoing
2020-01-26,Outgoing
2020-01-26,Outgoing
2020-01-26,Incoming
2020-01-26,Outgoing
2020-01-26,Outgoing
2020-01-26,Incoming
2020-01-26,Incoming
2020-01-26,Incoming
2020-01-26,Outgoing
2020-01-26,Incoming
2020-01-26,Outgoing
2020-01-26,Incoming
2020-01-26,Outgoing
2020-01-26,Incoming
2020-01-26,Incoming
2020-01-26,Incoming
2020-01-26,Outgoing
2020-01-26,Incoming
2020-01-26,Outgoing
2020-01-26,Outgoing
2020-01-26,Incoming
2020-01-26,Incoming
2020-01-26,Outgoing
2020-01-26,Outgoing
2020-01-26,Outgoing
2020-01-26,Incoming
2020-01-25,Incoming
2020-01-25,Incoming
2020-01-25,Incoming
2020-01-25,Incoming
2020-01-25,Outgoing
2020-01-25,Incoming
2020-01-25,Incoming
2020-01-25,Outgoing
2020-01-25,Incoming
2020-01-25,Incoming
2020-01-25,Incoming
2020-01-25,Incoming
2020-01-25,Outgoing
2020-01-25,Outgoing
2020-01-25,Incoming
2020-01-25,Outgoing
2020-01-25,Outgoing
2020-01-25,Outgoing
2020-01-25,Incoming
2020-01-25,Incoming
2020-01-25,Outgoing
2020-01-24,Outgoing
2020-01-24,Incoming
2020-01-23,Outgoing
2020-01-23,Outgoing
2020-01-23,Outgoing
2020-01-23,Outgoing
2020-01-23,Incoming
2020-01-23,Outgoing
2020-01-23,Incoming
2020-01-23,Incoming
2020-01-23,Outgoing
2020-01-23,Outgoing
2020-01-23,Incoming
2020-01-23,Incoming
2020-01-23,Outgoing
2020-01-23,Incoming
2020-01-23,Incoming
2020-01-23,Outgoing
2020-01-23,Outgoing
2020-01-23,Incoming
2020-01-23,Outgoing
2020-01-23,Outgoing
2020-01-23,Incoming
2020-01-23,Outgoing
2020-01-23,Outgoing
2020-01-23,Outgoing
2020-01-23,Incoming
2020-01-23,Incoming
2020-01-23,Incoming
2020-01-23,Outgoing
2020-01-23,Outgoing
2020-01-22,Outgoing
2020-01-22,Outgoing
2020-01-22,Incoming
2020-01-22,Incoming
2020-01-22,Outgoing
2020-01-22,Incoming
2020-01-22,Incoming
2020-01-22,Outgoing
2020-01-22,Incoming
2020-01-22,Incoming
2020-01-22,Outgoing
2020-01-22,Outgoing
2020-01-22,Incoming
2020-01-22,Incoming
2020-01-22,Incoming
2020-01-22,Outgoing
2020-01-22,Incoming
2020-01-22,Incoming
2020-01-22,Outgoing
2020-01-22,Outgoing
2020-01-22,Incoming
2020-01-22,Incoming
2020-01-22,Incoming
2020-01-22,Outgoing
2020-01-22,Incoming
2020-01-21,Incoming
2020-01-21,Incoming
2020-01-21,Incoming
2020-01-21,Outgoing
2020-01-21,Outgoing
2020-01-21,Outgoing
2020-01-21,Incoming
2020-01-21,Incoming
2020-01-21,Outgoing
2020-01-21,Incoming
2020-01-21,Incoming
2020-01-21,Outgoing
2020-01-21,Incoming
2020-01-21,Outgoing
2020-01-21,Incoming
2020-01-21,Outgoing
2020-01-21,Outgoing
2020-01-21,Incoming
2020-01-21,Incoming
2020-01-21,Outgoing
2020-01-21,Outgoing
2020-01-21,Outgoing
2020-01-21,Incoming
2020-01-20,Outgoing
2020-01-20,Incoming
2020-01-20,Incoming
2020-01-20,Incoming
2020-01-20,Incoming
2020-01-20,Outgoing
2020-01-20,Outgoing
2020-01-20,Outgoing
2020-01-20,Incoming
2020-01-20,Incoming
2020-01-20,Outgoing
2020-01-20,Outgoing
2020-01-20,Outgoing
2020-01-20,Outgoing
2020-01-20,Incoming
2020-01-20,Outgoing
2020-01-20,Outgoing
2020-01-20,Outgoing
2020-01-20,Outgoing
2020-01-20,Incoming
2020-01-20,Incoming
2020-01-20,Incoming
2020-01-20,Outgoing
2020-01-20,Outgoing
2020-01-20,Outgoing
2020-01-19,Incoming
2020-01-19,Outgoing
2020-01-19,Outgoing
2020-01-19,Incoming
2020-01-19,Outgoing
2020-01-19,Incoming
2020-01-19,Outgoing
2020-01-19,Incoming
2020-01-19,Incoming
2020-01-19,Outgoing
2020-01-19,Outgoing
2020-01-19,Outgoing
2020-01-19,Incoming
2020-01-19,Incoming
2020-01-19,Outgoing
2020-01-19,Incoming
2020-01-18,Incoming
2020-01-18,Incoming
2020-01-18,Outgoing
2020-01-18,Incoming
2020-01-18,Outgoing
2020-01-18,Incoming
2020-01-18,Outgoing
2020-01-18,Incoming
2020-01-18,Outgoing
2020-01-18,Incoming
2020-01-18,Outgoing
2020-01-18,Incoming
2020-01-18,Outgoing
2020-01-18,Outgoing
2020-01-18,Incoming
2020-01-18,Incoming
2020-01-18,Outgoing
2020-01-18,Incoming
2020-01-18,Outgoing
2020-01-18,Outgoing
2020-01-18,Incoming
2020-01-17,Incoming
2020-01-17,Outgoing
2020-01-17,Incoming
2020-01-17,Incoming
2020-01-17,Outgoing
2020-01-17,Outgoing
2020-01-17,Incoming
2020-01-17,Incoming
2020-01-17,Outgoing
2020-01-17,Incoming
2020-01-17,Incoming
2020-01-17,Outgoing
2020-01-17,Outgoing
2020-01-17,Incoming
2020-01-17,Incoming
2020-01-17,Incoming
2020-01-17,Outgoing
2020-01-17,Incoming
2020-01-17,Incoming
2020-01-17,Outgoing
2020-01-17,Incoming
2020-01-17,Outgoing
2020-01-17,Incoming
2020-01-17,Outgoing
2020-01-17,Outgoing
2020-01-17,Incoming
2020-01-16,Incoming
2020-01-16,Outgoing
2020-01-16,Outgoing
2020-01-16,Incoming
2020-01-16,Incoming
2020-01-16,Outgoing
2020-01-16,Outgoing
2020-01-16,Incoming
2020-01-16,Incoming
2020-01-16,Incoming
2020-01-16,Outgoing
2020-01-16,Outgoing
2020-01-16,Incoming
2020-01-16,Incoming
2020-01-16,Incoming
2020-01-16,Outgoing
2020-01-16,Outgoing
2020-01-16,Incoming
2020-01-16,Outgoing
2020-01-16,Incoming
2020-01-15,Outgoing
2020-01-15,Incoming
2020-01-15,Outgoing
2020-01-15,Incoming
2020-01-15,Outgoing
2020-01-15,Outgoing
2020-01-15,Outgoing
2020-01-15,Incoming
2020-01-15,Incoming
2020-01-15,Incoming
2020-01-15,Outgoing
2020-01-15,Outgoing
2020-01-15,Incoming
2020-01-15,Incoming
2020-01-15,Incoming
2020-01-15,Incoming
2020-01-15,Incoming
2020-01-15,Outgoing
2020-01-15,Incoming
2020-01-15,Incoming
2020-01-14,Incoming
2020-01-14,Outgoing
2020-01-14,Incoming
2020-01-14,Outgoing
2020-01-14,Outgoing
2020-01-14,Incoming
2020-01-14,Incoming
2020-01-14,Outgoing
2020-01-14,Incoming
2020-01-14,Outgoing
2020-01-14,Incoming
2020-01-14,Incoming
2020-01-14,Outgoing
2020-01-14,Incoming
2020-01-14,Outgoing
2020-01-14,Incoming
2020-01-14,Incoming
2020-01-14,Incoming
2020-01-13,Outgoing
2020-01-13,Outgoing
2020-01-13,Outgoing
2020-01-13,Incoming
2020-01-13,Incoming
2020-01-13,Incoming
2020-01-13,Outgoing
2020-01-13,Outgoing
2020-01-13,Outgoing
2020-01-13,Incoming
2020-01-13,Incoming
2020-01-13,Outgoing
2020-01-13,Outgoing
2020-01-13,Outgoing
2020-01-13,Outgoing
2020-01-13,Outgoing
2020-01-13,Outgoing
2020-01-13,Outgoing
2020-01-13,Incoming
2020-01-13,Outgoing
2020-01-13,Incoming
2020-01-13,Outgoing
2020-01-13,Incoming
2020-01-13,Incoming
2020-01-13,Outgoing
2020-01-13,Incoming
2020-01-13,Incoming
2020-01-13,Incoming
2020-01-13,Incoming
2020-01-13,Outgoing
2020-01-13,Outgoing
2020-01-13,Outgoing
2020-01-13,Outgoing
2020-01-13,Outgoing
2020-01-13,Outgoing
2020-01-13,Incoming
2020-01-13,Incoming
2020-01-13,Incoming
2020-01-12,Incoming
2020-01-12,Outgoing
2020-01-12,Incoming
2020-01-12,Incoming
2020-01-12,Incoming
2020-01-12,Incoming
2020-01-12,Outgoing
2020-01-12,Incoming
2020-01-12,Outgoing
2020-01-12,Outgoing
2020-01-12,Incoming
2020-01-12,Incoming
2020-01-12,Incoming
2020-01-12,Outgoing
2020-01-12,Incoming
2020-01-12,Outgoing
2020-01-12,Outgoing
2020-01-12,Outgoing
2020-01-12,Incoming
2020-01-12,Outgoing
2020-01-12,Incoming
2020-01-12,Incoming
2020-01-12,Incoming
2020-01-12,Outgoing
2020-01-12,Outgoing
2020-01-12,Outgoing
2020-01-12,Incoming
2020-01-12,Incoming
2020-01-12,Incoming
2020-01-12,Incoming
2020-01-12,Incoming
2020-01-12,Incoming
2020-01-12,Incoming
2020-01-12,Incoming
2020-01-12,Incoming
2020-01-12,Incoming
2020-01-11,Incoming
2020-01-11,Outgoing
2020-01-11,Outgoing
2020-01-11,Incoming
2020-01-11,Outgoing
2020-01-11,Incoming
2020-01-11,Outgoing
2020-01-11,Incoming
2020-01-11,Outgoing
2020-01-11,Outgoing
2020-01-11,Incoming
2020-01-11,Incoming
2020-01-11,Outgoing
2020-01-11,Incoming
2020-01-11,Incoming
2020-01-11,Incoming
2020-01-11,Outgoing
2020-01-11,Outgoing
2020-01-11,Outgoing
2020-01-11,Incoming
2020-01-10,Outgoing
2020-01-10,Outgoing
2020-01-10,Outgoing
2020-01-10,Incoming
2020-01-10,Incoming
2020-01-10,Incoming
2020-01-10,Incoming
2020-01-10,Outgoing
2020-01-10,Incoming
2020-01-09,Outgoing
2020-01-09,Incoming
2020-01-09,Incoming
2020-01-09,Outgoing
2020-01-09,Outgoing
2020-01-09,Outgoing
2020-01-09,Incoming
2020-01-09,Incoming
2020-01-09,Incoming
2020-01-09,Incoming
2020-01-09,Outgoing
2020-01-09,Outgoing
2020-01-09,Outgoing
2020-01-09,Incoming
2020-01-09,Incoming
2020-01-09,Outgoing
2020-01-09,Outgoing
2020-01-09,Incoming
2020-01-09,Outgoing
2020-01-09,Incoming
2020-01-09,Incoming
2020-01-09,Outgoing
2020-01-09,Outgoing
2020-01-09,Incoming
2020-01-09,Outgoing
2020-01-09,Incoming
2020-01-09,Incoming
2020-01-09,Incoming
2020-01-09,Outgoing
2020-01-09,Incoming
2020-01-09,Outgoing
2020-01-09,Outgoing
2020-01-09,Outgoing
2020-01-09,Incoming
2020-01-09,Incoming
2020-01-08,Outgoing
2020-01-08,Incoming
2020-01-08,Incoming
2020-01-08,Outgoing
2020-01-08,Outgoing
2020-01-08,Outgoing
2020-01-07,Incoming
2020-01-07,Incoming
2020-01-07,Outgoing
2020-01-07,Outgoing
2020-01-07,Incoming
2020-01-07,Incoming
2020-01-07,Incoming
2020-01-07,Incoming
2020-01-07,Outgoing
2020-01-07,Incoming
2020-01-07,Outgoing
2020-01-07,Outgoing
2020-01-07,Incoming
2020-01-07,Outgoing
2020-01-07,Incoming
2020-01-07,Outgoing
2020-01-07,Incoming
2020-01-07,Incoming
2020-01-06,Outgoing
2020-01-06,Outgoing
2020-01-06,Incoming
2020-01-06,Incoming
2020-01-06,Outgoing
2020-01-06,Incoming
2020-01-06,Outgoing
2020-01-06,Incoming
2020-01-06,Incoming
2020-01-05,Outgoing
2020-01-05,Outgoing
2020-01-05,Outgoing
2020-01-05,Incoming
2020-01-05,Incoming
2020-01-05,Incoming
2020-01-05,Outgoing
2020-01-05,Outgoing
2020-01-05,Outgoing
2020-01-05,Incoming
2020-01-05,Outgoing
2020-01-05,Outgoing
2020-01-05,Outgoing
2020-01-05,Outgoing
2020-01-05,Outgoing
2020-01-05,Outgoing
2020-01-05,Incoming
2020-01-05,Incoming
2020-01-05,Incoming
2020-01-05,Incoming
2020-01-05,Outgoing
2020-01-05,Outgoing
2020-01-05,Outgoing
2020-01-05,Incoming
2020-01-05,Incoming
2020-01-05,Outgoing
2020-01-04,Incoming
2020-01-04,Outgoing
2020-01-04,Incoming
2020-01-04,Incoming
2020-01-04,Outgoing
2020-01-04,Outgoing
2020-01-04,Outgoing
2020-01-04,Incoming
2020-01-03,Outgoing
2020-01-03,Incoming
2020-01-03,Incoming
2020-01-03,Outgoing
2020-01-03,Incoming
2020-01-03,Outgoing
2020-01-03,Incoming
2020-01-03,Outgoing
2020-01-03,Incoming
2020-01-03,Outgoing
2020-01-03,Incoming
2020-01-03,Incoming
2020-01-02,Incoming
2020-01-02,Outgoing
2020-01-02,Incoming
2020-01-02,Incoming
2020-01-02,Incoming
2020-01-02,Incoming
2020-01-02,Incoming
2020-01-02,Outgoing
2020-01-02,Incoming
2020-01-02,Incoming
2020-01-02,Outgoing
2020-01-02,Outgoing
2020-01-02,Outgoing
2020-01-02,Incoming
2020-01-02,Incoming
2020-01-02,Incoming
2020-01-02,Incoming
2020-01-01,Outgoing
2020-01-01,Incoming
2020-01-01,Incoming
2020-01-01,Outgoing
2020-01-01,Incoming
2020-01-01,Outgoing
2020-01-01,Outgoing
2020-01-01,Incoming
2020-01-01,Outgoing
2020-01-01,Incoming
2020-01-01,Outgoing
2020-01-01,Incoming
2020-01-01,Outgoing
2020-01-01,Incoming
2020-01-01,Incoming
2020-01-01,Outgoing
2020-01-01,Outgoing
2020-01-01,Incoming
2020-01-01,Incoming
2020-01-01,Incoming
2020-01-01,Outgoing
2020-01-01,Incoming
2020-01-01,Incoming
2020-01-01,Outgoing
2020-01-01,Incoming
2020-01-01,Outgoing
2020-01-01,Incoming
2020-01-01,Incoming
2020-01-01,Outgoing
2020-01-01,Incoming
2020-01-01,Outgoing
2020-01-01,Outgoing
2020-01-01,Outgoing
2020-01-01,Outgoing
2020-01-01,Outgoing
2020-01-01,Incoming
2020-01-01,Outgoing
2020-01-01,Outgoing
2020-01-01,Incoming
2020-01-01,Incoming
